company_id,type,rule_id,text,confidence_pct
CIPLA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
CIPLA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
CIPLA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65
CIPLA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
CIPLA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73
COALINDIA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
COALINDIA,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
COALINDIA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
COALINDIA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
COALINDIA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,62
COALINDIA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,63
DABUR,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
DABUR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
DABUR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,86
DIVISLAB,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
DIVISLAB,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66
DIVISLAB,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
DLF,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
DLF,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
DLF,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,76
DLF,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
DMART,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
DMART,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70
DMART,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65
DMART,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
DMART,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
DRREDDY,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
DRREDDY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
DRREDDY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66
DRREDDY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,66
DRREDDY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
DRREDDY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,77
EICHERMOT,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
EICHERMOT,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
EICHERMOT,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,62
EICHERMOT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
EICHERMOT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
GAIL,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
GAIL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,87
GODREJCP,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
GODREJCP,pro,PRO_DEFAULT,Business exhibits stable operating performance based on the available financial metrics.,65
GRASIM,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
GRASIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78
GRASIM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
HAL,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
HAL,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
HAL,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74
HAL,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,72
HAL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
HAL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83
HAVELLS,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
HAVELLS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
HCLTECH,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
HCLTECH,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,64
HCLTECH,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
HCLTECH,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
HCLTECH,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
HDFCBANK,con,CON_01,Debt-to-equity ratio of 6.81 is elevated for a non-financial company and warrants monitoring.,69
HDFCBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73
HDFCBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
HDFCBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,67
HDFCBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60
HDFCLIFE,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
HDFCLIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72
HDFCLIFE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
HDFCLIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
HEROMOTOCO,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
HEROMOTOCO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
HEROMOTOCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
HEROMOTOCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
HEROMOTOCO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
HINDALCO,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
HINDALCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
HINDALCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
HINDUNILVR,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
HINDUNILVR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
HINDUNILVR,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
HINDUNILVR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
HINDUNILVR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
ICICIBANK,con,CON_01,Debt-to-equity ratio of 6.45 is elevated for a non-financial company and warrants monitoring.,68
ICICIBANK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
ICICIBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64
ICICIBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
ICICIBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
ICICIBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
ICICIBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
ICICIGI,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
ICICIGI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
ICICIGI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100
ICICIGI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
ICICIGI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
ICICIPRULI,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
ICICIPRULI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100
ICICIPRULI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,63
ICICIPRULI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
ICICIPRULI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
INDIGO,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
INDIGO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
INDIGO,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68
INDIGO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
INDIGO,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
INDIGO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
INDIGO,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
INDIGO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
INDUSINDBK,con,CON_01,Debt-to-equity ratio of 6.89 is elevated for a non-financial company and warrants monitoring.,69
INDUSINDBK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
INDUSINDBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,60
INDUSINDBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,87
INDUSINDBK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,64
INDUSINDBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61
INDUSINDBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
INFY,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80
INFY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
IOC,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
IOC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60
IOC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,60
IOC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70
IRCTC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91
IRCTC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78
IRCTC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
IRCTC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86
IRFC,con,CON_01,Debt-to-equity ratio of 7.83 is elevated for a non-financial company and warrants monitoring.,71
IRFC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
IRFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,66
IRFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70
ITC,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,73
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,84
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
JINDALSTEL,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
JINDALSTEL,pro,PRO_DEFAULT,Business exhibits stable operating performance based on the available financial metrics.,65
JIOFIN,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
JSWENERGY,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
JSWENERGY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60
JSWENERGY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70
JSWSTEEL,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61
KOTAKBANK,con,CON_01,Debt-to-equity ratio of 4.00 is elevated for a non-financial company and warrants monitoring.,64
KOTAKBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
KOTAKBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
LICI,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
LICI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
LICI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
LODHA,con,CON_DEFAULT,No significant financial weaknesses were detected by the automated rule engine. Investors should continue monitoring future financial performance.,65
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,61
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,85
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,95
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,69
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
